name,category,subCategory,launched,result,backers,country,pledged,goal,value
The Winter Adventurers,Tabletop Games,Games,2017/07/07,successful,318,Great Britain,11304.92,785.7,1
after the fire,Film & Video,Film & Video,2017/07/06,failed,2,Great Britain,144.05,39285.01,1
The 'Spirit Of' Dice Range By Critit.,Tabletop Games,Games,2017/06/23,successful,1273,Great Britain,61255.81,13095,1
Medieval Demon Miniatures,Tabletop Games,Games,2017/06/23,successful,125,Great Britain,8854.84,785.7,1
Warm and Cosy Knitting Pattern Book by Monica Russel,Knitting,Crafts,2017/06/23,failed,6,Great Britain,294.64,1898.78,1
Retracing The Cardiff Railway,Nonfiction,Publishing,2017/06/23,failed,60,Great Britain,2901.85,6547.5,1
THE FORGOTTEN FILM CLUB - BOOK ONE,Nonfiction,Publishing,2017/06/23,successful,213,Great Britain,8345.45,3273.75,1
CORNO POPCORN,Food,Food,2017/06/23,failed,5,Great Britain,108.69,26190.01,1
Pastel Dinogami Enamel Pins,Accessories,Fashion,2017/06/23,successful,64,Great Britain,1238.79,589.28,1
Action Figures Price Guide - A Vintage Toy Valuation Website,Comics,Comics,2017/06/23,failed,4,Great Britain,44.52,16368.76,1
HIPPOMOTTIE: Out Of This World Learn To Dress Toy!,Product Design,Design,2017/06/23,successful,39,Great Britain,5501.21,4583.25,1
Around the World in 88 Languages: The Fiction that Came True,Fiction,Publishing,2017/06/23,failed,5,Great Britain,1462.71,2472.34,1
Evenness,Drama,Film & Video,2017/06/23,failed,7,Great Britain,62.86,327.38,1
Ramsgate Festival 2017: #DreamMarine,Festivals,Theater,2017/06/15,successful,73,Great Britain,6861.78,6547.5,1
Watches Of Instagram - Issue 01,Art Books,Publishing,2017/06/13,successful,108,Great Britain,5789.3,5238,1
ordinary giants,Music,Music,2017/06/13,successful,61,Great Britain,3478.03,2619,1
Paper Champ - 'Easily L.E.D' EP Pre-Order,Punk,Music,2017/07/05,successful,19,Great Britain,339.16,261.9,1
Forgotten NYC,Documentary,Film & Video,2017/07/04,failed,1,Great Britain,1.31,10476,1
Boxing King: A card game to play alongside televised boxing,Playing Cards,Games,2017/06/30,failed,1,Great Britain,26.19,36666.01,1
XY Multi Platform,Fabrication Tools,Technology,2017/06/22,failed,6,Great Britain,2141.03,13095,1
"Educational and character building, funny board game",Tabletop Games,Games,2017/06/22,failed,3,Great Britain,3.93,26190.01,1
EASTERN FRONT BATTLE CARD GAME 2 PLAYER WW2 IN YOUR POCKET,Tabletop Games,Games,2017/06/22,successful,227,Great Britain,4495.51,1964.25,1
fishing gun,Product Design,Design,2017/06/22,failed,2,Great Britain,27.5,6547.5,1
"Marmalade Deli Refurb in Lochgilphead, Scotland",Food,Food,2017/06/22,successful,100,Great Britain,8092.71,5558.83,1
Diary from a Faulty Hotel and a series of true stories,Nonfiction,Publishing,2017/06/22,failed,5,Great Britain,65.48,3928.5,1
The Yellow King Roleplaying Game from Robin D. Laws,Tabletop Games,Games,2017/06/22,successful,2288,Great Britain,219133.11,30118.51,1
AniCareWorld - app and online platform,Design,Design,2017/06/21,failed,2,Great Britain,27.5,115236.04,1
2017 Women's Cycling Album,Photobooks,Photography,2017/06/20,successful,247,Great Britain,28285.21,26190.01,1
Friendship Vegan Shoes,Footwear,Fashion,2017/06/12,failed,3,Great Britain,238.33,2880.9,1
Pillion Pooch,Product Design,Design,2017/06/12,failed,19,Great Britain,8197.47,26190.01,1
Ventur | The All NEW Revolutionary Social Media Platform.,Apps,Technology,2017/05/23,failed,1,Great Britain,1.31,13095,1
CELESTIAL,Classical Music,Music,2017/06/27,failed,40,Great Britain,5263.02,19487.86,1
Eris- a fun Sci-Fi web-series designed to blow your mind!,Science Fiction,Film & Video,2017/06/23,failed,58,Great Britain,4488.7,41574.1,1
Tipsy Unicorn Sweets,Small Batch,Food,2017/06/23,failed,17,Great Britain,595.03,4547.17,1
The Amazing Shortcut Keypad,DIY Electronics,Technology,2017/06/23,failed,125,Great Britain,1504.61,3897.57,1
active London streetwear,Apparel,Fashion,2017/06/21,failed,0,Great Britain,0,1299.19,1
Ready to Go - A Short Film by Lynda Reiss,Shorts,Film & Video,2017/06/21,successful,67,Great Britain,14139.09,12991.91,1
Monolith - the Creative Writers' Anthology series,Publishing,Publishing,2017/06/21,failed,14,Great Britain,231.26,3897.57,1
VGO The Tinder for Volunteering,Apps,Technology,2017/06/21,failed,0,Great Britain,0,25983.81,1
25 Years of Shooting Comedians,Photography,Photography,2017/06/21,failed,152,Great Britain,16789.44,41574.1,1
The Cycle | A Dark 2D Short Story,Video Games,Games,2017/06/21,failed,9,Great Britain,106.53,129.92,1
Normal Deviation: A Weird Fiction Anthology,Anthologies,Publishing,2017/06/21,failed,25,Great Britain,1143.29,2078.7,1
AnatomyBod,Web,Technology,2017/06/21,canceled,0,Great Britain,0,3247.98,1
Candy Cash,Accessories,Fashion,2017/06/21,failed,0,Great Britain,0,974.39,1
Need help with that beard? Introducing Well Groomed Wizard.,Fashion,Fashion,2017/06/21,failed,2,Great Britain,94.84,1299.19,1
"Reclaimed wood Furniture, soft furnishings and Pyrography.",Crafts,Crafts,2017/06/21,failed,0,Great Britain,0,4547.17,1
The Portcullis Bag: World's Coolest Luxury Leather Handbag,Accessories,Fashion,2017/06/21,failed,3,Great Britain,1295.29,3897.57,1
The Grand Dodo Ink Kickstarter: Make Dodos Great Again,Fiction,Publishing,2017/06/21,failed,27,Great Britain,1116,5196.76,1
Lose Like a Human (2017),Film & Video,Film & Video,2017/06/21,successful,28,Great Britain,1195.26,1039.35,1
PaperThink 2: Make better decisions,Graphic Design,Design,2017/06/21,successful,176,Great Britain,4282.13,2858.22,1
Where's my hug?,Children's Books,Publishing,2017/06/21,successful,89,Great Britain,3576.67,3247.98,1
An Ethical Fashion Company that stands for Madagascar,Fashion,Fashion,2017/06/21,failed,2,Great Britain,175.39,25983.81,1
Pink Noise Zine,Zines,Publishing,2017/06/21,successful,6,Great Britain,209.17,129.92,1
Housing Crisis - Two Player Light Strategy Game,Tabletop Games,Games,2017/06/19,canceled,32,Great Britain,2172.25,6495.95,1
Wookalily - Second Album,Country & Folk,Music,2017/06/08,successful,133,Great Britain,5382.55,5196.76,1
Dorset's first ethically conscious chocolate themed cafe,Food,Food,2017/05/22,failed,0,Great Britain,0,1559.03,1
ROSHAMBO,Comic Books,Comics,2017/07/11,successful,13,Great Britain,231.26,103.94,1
Nostalgia Festial Funding,Narrative Film,Film & Video,2017/07/05,failed,0,Great Britain,0,389.76,1
Automotive Garage Sound Library,Film & Video,Film & Video,2017/07/04,failed,8,Great Britain,383.26,1948.79,1
Kindling. A documentary about spiritual awakening.,Film & Video,Film & Video,2017/06/20,failed,2,Great Britain,41.57,3247.98,1
HOARDCORE DUNGEONS,Video Games,Games,2017/06/20,failed,53,Great Britain,2420.39,6495.95,1
Please help me kickstart my writing career,Web,Journalism,2017/06/20,failed,1,Great Britain,1.3,779.51,1
Isle of Dogs,Shorts,Film & Video,2017/06/20,successful,73,Great Britain,5696.63,5196.76,1
Funding for my cake business,Food,Food,2017/06/20,failed,2,Great Britain,48.07,7795.14,1
Wild Humans - Re-Wilding the Human Spirit,Dance,Dance,2017/06/20,failed,2,Great Britain,58.46,1948.79,1
Epic Dungeon Tiles: Fantasy Tiles for 3D Printers,Tabletop Games,Games,2017/06/20,successful,139,Great Britain,4332.8,649.6,1
Portable Solar Power Unit,Technology,Technology,2017/06/20,canceled,2,Great Britain,171.49,3247.98,1
& Publication,Graphic Design,Design,2017/06/20,successful,39,Great Britain,1423.91,1299.19,1
Blowback,Shorts,Film & Video,2017/06/20,failed,0,Great Britain,0,649.6,1
Kickstarter Gold: Chineasy Tiles - Play to Learn Chinese,Games,Games,2017/06/20,successful,720,Great Britain,82693.48,25983.81,1
Nintendo Gamecube Collector's Book - The Ultimate Guide!,Publishing,Publishing,2017/06/20,failed,12,Great Britain,236.45,9743.93,1
London Underground: DRAWN - the Tube in charcoal,Art,Art,2017/06/20,successful,39,Great Britain,3310.34,2598.38,1
BeatWare,Gadgets,Technology,2017/06/20,canceled,25,Great Britain,10167.47,32479.77,1
Mpthy Clothing - Pronounced Empathy Heart worn on our sleeve,Apparel,Fashion,2017/06/20,failed,4,Great Britain,272.83,649.6,1
"Gender Equality DW Cosmetics, Pigmented Eyeshadow Palettes",Art,Art,2017/06/10,failed,1,Great Britain,32.48,19487.86,1
Darkroom construction,Photography,Photography,2017/06/05,successful,9,Great Britain,1299.19,1299.19,1
MY FOOD HEROES,Food,Food,2017/06/05,failed,17,Great Britain,3131.05,71455.48,1
Stephen Grew / Hugh Banton / Maggie Nicols / Mark Sanders,Music,Music,2017/06/05,canceled,24,Great Britain,493.69,5846.36,1
Attaché Guide to Travel,Nonfiction,Publishing,2017/06/19,successful,1078,Great Britain,37706.41,15590.29,1
Soldiery British Army Portraits Book & Exhibition,Photography,Photography,2017/06/19,failed,3,Great Britain,1325.17,2598.38,1
We Have Our Ways,Illustration,Art,2017/06/19,successful,24,Great Britain,479.4,324.8,1
"Record Jessica Law's new full-length album, The Sum of Which",Country & Folk,Music,2017/06/19,successful,56,Great Britain,2316.46,1429.11,1
Cats & Cucumbers (a card game),Tabletop Games,Games,2017/06/19,failed,17,Great Britain,396.25,2598.38,1
"No Artists, No Art by Lights of Soho",Art,Art,2017/06/19,canceled,23,Great Britain,2360.63,32479.77,1
Sonder Magazine,Zines,Publishing,2017/06/19,successful,46,Great Britain,2706.21,2598.38,1
TESTOSTERONE,Theater,Theater,2017/06/19,successful,70,Great Britain,5781.4,5196.76,1
TingTing Goes to School: A Children's Chinese Language Book,Children's Books,Publishing,2017/06/19,failed,28,Great Britain,939.31,4547.17,1
Shibui North Leather Wallets,Crafts,Crafts,2017/06/14,failed,15,Great Britain,883.45,1948.79,1
Umibelt - Holds your Leatherman in the modular buckle. EDC,Design,Design,2017/06/06,canceled,172,Great Britain,21036.49,103935.25,1
Teasing the Funny Bone- Get the Bad Clowns to Edinburgh!,Comedy,Theater,2017/06/01,successful,6,Great Britain,175.39,129.92,1
Design Dice,Design,Design,2017/05/20,successful,184,Great Britain,8262.85,6236.11,1
Born Good Wear,Apparel,Fashion,2017/05/20,failed,1,Great Britain,38.98,6495.95,1
Project : ARCAdium UK's First Cosplay and Gaming Cafe,Live Games,Games,2017/05/20,failed,19,Great Britain,1355.06,25983.81,1
Whatsinit? the ingredients app that tells you what's in food,Apps,Technology,2017/06/20,failed,9,Great Britain,450.82,77951.44,1
Work Life Balance Planner,Product Design,Design,2017/06/19,failed,13,Great Britain,291.02,12991.91,1
Carnet de Voyage: a book to sense the world a different way,Places,Photography,2017/06/18,failed,7,Great Britain,331.29,3247.98,1
Peak Clothing,Apparel,Fashion,2017/06/18,failed,4,Great Britain,207.87,1948.79,1
The Sleeping Wall,Product Design,Design,2017/06/15,failed,1,Great Britain,32.48,12991.91,1
Underleague: Strategy Card Game of Fantasy Pit Fights,Tabletop Games,Games,2017/06/14,successful,131,Great Britain,18510.87,18188.67,1
MAGBOOK - A Modular Notebook & Organizer with Magnetic Spine,Product Design,Design,2017/06/13,canceled,54,Great Britain,2061.82,6495.95,1
Direct Democracy 2017 App,Apps,Technology,2017/06/13,failed,5,Great Britain,136.42,324797.65,1
New UK Pokemon Store with grading!,Playing Cards,Games,2017/05/19,failed,5,Great Britain,90.94,25983.81,1
"Roman Legions conduct a brutal war for their Emperor, Caesar",Fiction,Publishing,2017/05/19,failed,6,Great Britain,249.44,6495.95,1
Orphan 9 - 28mm Post-Apocalyptic Assassin Miniature,Tabletop Games,Games,2017/07/07,successful,165,Great Britain,4135.32,519.68,1
The Legends Of Fabled Realms,Tabletop Games,Games,2017/06/30,successful,437,Great Britain,139249.85,38975.72,1
"Be a super-powered assassin - Era: Hitman, now in Paperback!",Tabletop Games,Games,2017/06/28,successful,98,Great Britain,1961.78,129.92,1
Airly: A Cloud of Sound,Apps,Technology,2017/06/27,failed,0,Great Britain,0,3897.57,1
We Had A Black Dog,Experimental,Theater,2017/06/27,successful,25,Great Britain,2942.67,2598.38,1
10mm Ogre Mammoth Riders from Black Gate Miniatures,Tabletop Games,Games,2017/06/26,successful,81,Great Britain,9169.69,649.6,1
"""LOVE"" an International Arts Project",Art,Art,2017/06/24,failed,1,Great Britain,1.3,2208.62,1
"Indie Album Music Remix, Videos & Ads",Electronic Music,Music,2017/06/19,failed,1,Great Britain,20.79,714.55,1
Joel White And The Diamond Experience EP and Tour.,Music,Music,2017/06/18,failed,20,Great Britain,984.79,2598.38,1
Charm Bikini - Luxury designer swimwear that make heads turn,Apparel,Fashion,2017/06/17,successful,4,Great Britain,650.89,649.6,1
Haversack London,Accessories,Fashion,2017/06/17,failed,13,Great Britain,1850.05,38975.72,1
PledgeWedge Crowdfunding Platform,Web,Technology,2017/06/17,failed,1,Great Britain,25.98,389757.18,1
The Duval Project Debut Album,Music,Music,2017/06/17,successful,79,Great Britain,5535.85,5196.76,1
"Fil and Tom New CD ""Together""",Country & Folk,Music,2017/06/15,canceled,12,Great Britain,449.52,3247.98,1
The Biltong Bros Project- help us expand!,Spaces,Food,2017/06/14,canceled,12,Great Britain,393.65,11043.12,1
Manufacturing and Sale True Ice Cream (GELATO),Food,Food,2017/05/18,failed,1,Great Britain,1.3,12991.91,1
The Original and Personal Hansel and Gretel Story,Children's Books,Publishing,2017/05/18,failed,3,Great Britain,14.29,389.76,1
Oil! Fundraising Page,Comedy,Theater,2017/05/18,failed,1,Great Britain,6.5,1559.03,1
Burrows & Badgers: Fur & Feathers - Anthro miniatures,Tabletop Games,Games,2017/07/11,successful,313,Great Britain,22349.98,3897.57,1
Goblin Hood 2 'Little John' 28mm Fantasy Miniatures,Tabletop Games,Games,2017/06/30,successful,96,Great Britain,6240.01,2598.38,1
PEACHish x Polly Pocket Gem Pin Sets. Enamel pin flair 90's,Accessories,Fashion,2017/06/28,successful,31,Great Britain,978.29,779.51,1
Peephole,Comedy,Film & Video,2017/06/26,failed,3,Great Britain,261.14,649.6,1
Laura Silverstone: The Fall of The Northern Star,Rock,Music,2017/06/26,successful,28,Great Britain,786.01,649.6,1
Alexa's Wild Night - Adult Visual Novel,Video Games,Games,2017/06/25,successful,259,Great Britain,8440.84,1299.19,1
Miss P's Barbecue - Slow smoked BBQ meets gastro pub,Restaurants,Food,2017/06/24,failed,63,Great Britain,5829.47,32479.77,1
"Pop-Up Garden - Cool/Funky Bird, Bee & Butterfly Habitats",Product Design,Design,2017/06/23,failed,10,Great Britain,494.99,32479.77,1
A Stone's Throw,Musical,Theater,2017/06/21,successful,46,Great Britain,2806.25,2598.38,1
The Irish History Channel,Film & Video,Film & Video,2017/06/16,successful,7,Great Britain,207.87,194.88,1
"Art series for children, nurseries and animal lovers",Painting,Art,2017/06/16,failed,8,Great Britain,753.53,1623.99,1
The Friendly Vaper App / Website,Technology,Technology,2017/06/16,failed,1,Great Britain,32.48,1299.19,1
Candy Cash,Fashion,Fashion,2017/06/16,canceled,0,Great Britain,0,1195.26,1
The Miniaturists Podcast,Radio & Podcasts,Publishing,2017/06/16,successful,150,Great Britain,4091.94,3897.57,1
Oiroyer,Footwear,Fashion,2017/06/15,failed,12,Great Britain,530.07,4330.2,1
Nocturne,Classical Music,Music,2017/06/04,successful,56,Great Britain,3904.07,2923.18,1
Flex-Eboard Rough Stuff Electric Longboard,Technology,Technology,2017/06/01,successful,73,Great Britain,50808.75,12991.91,1
GigaBlockz,Games,Games,2017/05/17,canceled,1,Great Britain,12.99,7145.55,1
Palais de Boob,Performance Art,Art,2017/06/17,failed,27,Great Britain,1097.82,10393.52,1
All These Days,Documentary,Film & Video,2017/06/15,failed,18,Great Britain,801.6,10393.52,1
Vegan only Restaurant and take away,Restaurants,Food,2017/06/15,failed,6,Great Britain,76.65,2598.38,1
Tap In Clothing,Apparel,Fashion,2017/06/15,failed,11,Great Britain,441.72,4547.17,1
Nano Sonic Whitening Toothbrush,Product Design,Design,2017/06/15,failed,91,Great Britain,4544.57,16239.88,1
Get A Round to Edinburgh,Comedy,Theater,2017/06/15,successful,29,Great Britain,1462.89,649.6,1
Cucumber Sandwich ~ The NSFW Card Game,Tabletop Games,Games,2017/06/13,successful,217,Great Britain,7604.16,5066.84,1
Creative Kent Postcards,Nature,Photography,2017/06/10,failed,7,Great Britain,48.07,194.88,1
Distinct Gaming 2.0 Organised Play Store,Tabletop Games,Games,2017/06/10,failed,15,Great Britain,519.68,2598.38,1
TurtleTutoring - Startup,Young Adult,Publishing,2017/05/31,failed,0,Great Britain,0,1299.19,1
Wibbell++ (a website to share many games for one deck),Tabletop Games,Games,2017/07/05,successful,118,Great Britain,2391.12,64.87,1
Colour in Practice,Painting,Art,2017/06/28,failed,0,Great Britain,0,29840.29,1
Glide Britain,Action,Film & Video,2017/06/15,successful,292,Great Britain,21512.25,2594.81,1
Neurofibromatosis: So what happens next? (Documentary Film),Documentary,Film & Video,2017/06/14,canceled,3,Great Britain,62.28,24001.97,1
The Unwritten Critias & the Lost Island,Video Games,Games,2017/06/14,canceled,25,Great Britain,843.31,58383.18,1
The Dead Queen Detectives Colouring Book,Comedy,Publishing,2017/06/14,successful,24,Great Britain,703.19,324.35,1
Kick start a new traveling experience,Apps,Technology,2017/06/14,failed,14,Great Britain,1023.65,15568.85,1
work life,Drama,Film & Video,2017/06/14,successful,70,Great Britain,2882.83,2594.81,1
Urban Squirrel - The Comic,Comics,Comics,2017/06/13,failed,88,Great Britain,3484.83,7784.42,1
Rock Generation Festival: Rock to make a difference,Rock,Music,2017/06/12,canceled,1,Great Britain,32.44,155688.47,1
Bastille Day Community Evening,Live Games,Games,2017/06/12,failed,2,Great Britain,14.27,1297.4,1
London's Evolution in Safer Gay Dating,Web,Technology,2017/06/09,failed,7,Great Britain,72.65,12974.04,1
Skyline Chess - New York City Edition,Tabletop Games,Games,2017/06/09,successful,231,Great Britain,29846.78,12974.04,1
DEEP CLEAN - a supernatural horror short film,Film & Video,Film & Video,2017/06/20,successful,273,Great Britain,36830.7,32435.1,1
No Mans Land Survival Game,Video Games,Games,2017/06/13,successful,13,Great Britain,267.27,194.61,1
NEW COMICS!,Comics,Comics,2017/06/13,failed,21,Great Britain,521.56,1297.4,1
CF WALLET Elegant HAND MADE carbon fiber wallet,Product Design,Design,2017/06/13,failed,7,Great Britain,544.91,2594.81,1
"""Birch"" A 16mm Short Film Shot in Vermont",Shorts,Film & Video,2017/06/13,successful,52,Great Britain,8167.16,7784.42,1
The Be Amazing Book : A little book full of empowerment.,Nonfiction,Publishing,2017/06/13,failed,23,Great Britain,2304.19,6487.02,1
Fulfeal - The Productivity Drink,Drinks,Food,2017/06/13,failed,20,Great Britain,786.23,15568.85,1
HØVEL- Straight to the point,Product Design,Design,2017/06/13,successful,432,Great Britain,33126.61,12974.04,1
Niijournal Issue II,Periodicals,Publishing,2017/06/13,successful,123,Great Britain,6064.07,5838.32,1
FEMME,Zines,Publishing,2017/06/13,failed,6,Great Britain,67.47,259.48,1
"Seven Crazy Bitches '- Assembly Rooms, Edinburgh",Comedy,Theater,2017/06/13,successful,79,Great Britain,2631.14,1946.11,1
The Finest Sheepskin Tablet Cases by Owen Barry,Product Design,Design,2017/06/13,canceled,32,Great Britain,6263.22,25948.08,1
Guitar Skeleton Metal Pin Badge & Keyring,Mixed Media,Art,2017/06/13,failed,2,Great Britain,18.16,389.22,1
Mini-Mai >> Gravity Defying Makeup Brushes,Product Design,Design,2017/06/13,canceled,49,Great Britain,4355.71,71357.21,1
Lucy Farrett presents LadyFace Edinburgh Fringe 2017,Comedy,Theater,2017/06/12,successful,107,Great Britain,4072.8,3243.51,1
Easy Mow: Gardening Made Easy,Technology,Technology,2017/06/05,canceled,1,Great Britain,25.95,19461.06,1
Kuroi Hana Japanese Knife Collection - Edge of Belgravia,Product Design,Design,2017/05/29,successful,6705,Great Britain,2203795.3,32435.1,1
Bristol Print Collective Printmaking Residency in Denmark,Art,Art,2017/05/25,successful,53,Great Britain,1881.24,1297.4,1
Frankie Fox Custom Jewellery,Art,Art,2017/05/14,failed,4,Great Britain,33.73,454.09,1
New Chainmail gamer Dice bags & cat collars and bracelets,Accessories,Fashion,2017/05/14,successful,5,Great Britain,256.89,64.87,1
"Positive Quote Mugs, Inspirational Coffee Mugs",Printing,Crafts,2017/07/05,failed,1,Great Britain,1.3,259.48,1
Creative Waffle Club Merch,Graphic Design,Design,2017/06/28,failed,3,Great Britain,71.36,201.1,1
Purrl Grey 30mm hard enamel pin,Illustration,Art,2017/06/22,successful,26,Great Britain,323.05,259.48,1
Muista Active Chair: Freedom To Rock and Fidget At Work,Product Design,Design,2017/06/21,failed,53,Great Britain,13249.09,67465,1
The Delhi Detective's Handbook by Vish Puri (& Tarquin Hall),Fiction,Publishing,2017/06/21,successful,201,Great Britain,9362.07,8303.38,1
PSYC | Environmentally and Socially Sustainable Swimwear,Apparel,Fashion,2017/06/20,failed,18,Great Britain,4588.92,13622.74,1
The Scary Truth About Water Poverty In Ghana.,Photobooks,Photography,2017/06/17,failed,2,Great Britain,41.52,14920.14,1
"Moonie ! - Sailor moon, Moon Crisis Brooch Patch",Accessories,Fashion,2017/06/12,canceled,3,Great Britain,58.38,259.48,1
"Save the Bees, save yourselves",Farms,Food,2017/06/12,failed,13,Great Britain,120.36,12974.04,1
Egg journeys to the Edinburgh festival 2017!,Comedy,Theater,2017/06/12,successful,29,Great Britain,2095.31,1946.11,1
Cardio Lobby,Web,Technology,2017/06/12,canceled,0,Great Britain,0,38922.12,1
MonoMetro,3D Printing,Technology,2017/06/12,failed,1,Great Britain,25.95,107892.11,1
10th Annual GFEST – Gaywise FESTival ® 2017,Public Art,Art,2017/06/12,failed,4,Great Britain,259.48,648.7,1
Dead Canary Comics Presents: Adventures in Science,Anthologies,Comics,2017/06/12,successful,203,Great Britain,4899.65,2465.07,1
String Sisters Shetland project,Country & Folk,Music,2017/06/12,successful,260,Great Britain,15592.2,14271.44,1
ED.GE remote controlled dolly for mobile devices,Product Design,Design,2017/06/02,failed,0,Great Britain,0,1946.11,1
Level Up Computer Game Lounge and Café,Video Games,Games,2017/05/13,failed,6,Great Britain,182.93,12974.04,1
Two Little Boxes is on tour!,Theater,Theater,2017/05/13,successful,18,Great Britain,3648.3,3243.51,1
Costa Rica Coffee Project,Drinks,Food,2017/06/26,failed,4,Great Britain,71.36,5189.62,1
Summer Art Residency in Italy,Art,Art,2017/06/20,failed,6,Great Britain,221.86,1816.37,1
ESTHER,Drama,Film & Video,2017/06/19,successful,38,Great Britain,2023.95,1946.11,1
Coffee Eye' Photograph Limited Edition Art Print,Fine Art,Photography,2017/06/11,canceled,0,Great Britain,0,648.7,1
"Karma Wristbands...personalised, wearable, positivity.",Fashion,Fashion,2017/06/11,failed,10,Great Britain,184.23,389.22,1
JELLY @ The Cockpit By Eugenie Rose Abbott and Mica Mono,Plays,Theater,2017/06/11,successful,13,Great Britain,2899.7,2854.29,1
Caravanning and camping events for autistic children,Academic,Publishing,2017/06/11,failed,1,Great Britain,38.92,648.7,1
Player Three: A Social Hub for Gamers,Video Games,Games,2017/06/11,failed,1,Great Britain,25.95,3243.51,1
The Ludorati UK National Membership,Live Games,Games,2017/05/27,failed,31,Great Britain,3070.96,97305.29,1
Margarita Dreams,Theater,Theater,2017/05/12,failed,3,Great Britain,155.69,1946.11,1
Psychological Thriller- Short Film Production in Manchester,Thrillers,Film & Video,2017/05/12,failed,2,Great Britain,240.02,1686.63,1
Art and craft community engagement days,Crafts,Crafts,2017/07/08,failed,0,Great Britain,0,3243.51,1
"""Dark Future"" - 28mm Resin Sci-Fi & Fantasy Scatter Terrain",Tabletop Games,Games,2017/06/30,successful,17,Great Britain,943.86,648.7,1
ANOMALINE,Fiction,Publishing,2017/06/20,failed,16,Great Britain,1101.5,4151.69,1
The United Kingdom of Earth: A Brexit Science-Fiction Opera,Musical,Theater,2017/06/20,failed,1,Great Britain,25.95,1297.4,1
Hunt A Online Series,Action,Film & Video,2017/06/20,failed,1,Great Britain,6.49,324.35,1
Stop and Stare,Film & Video,Film & Video,2017/06/12,failed,2,Great Britain,33.73,29840.29,1
And Also With You,Horror,Film & Video,2017/06/10,successful,22,Great Britain,1939.62,1297.4,1
Funding for cake Equipment and a website,Food,Food,2017/06/10,canceled,0,Great Britain,0,10379.23,1
"The Job - It's Time To Die, Rich!",Action,Film & Video,2017/05/11,failed,0,Great Britain,0,6487.02,1
1957+ Celebrating 60 years of Helvetica,Graphic Design,Design,2017/06/30,failed,3,Great Britain,46.71,1297.4,1
Twofold,Art,Art,2017/06/27,successful,45,Great Britain,2219.86,1946.11,1
The Night Shift: A Short about relationships & working life,Drama,Film & Video,2017/06/16,failed,16,Great Britain,570.86,3762.47,1
Declaration: The Bug War #1 - an Era: The Consortium Comic,Graphic Novels,Comics,2017/06/14,successful,45,Great Britain,762.87,259.48,1
Wargames holiday Retreat BG,Live Games,Games,2017/06/11,failed,1,Great Britain,32.44,10379.23,1
Fried Egg Monster & Adam Tree!,Fashion,Fashion,2017/06/09,failed,0,Great Britain,0,648.7,1
Help Lizzie Devise A Show.Original Physical/Verbatim Theatre,Theater,Theater,2017/06/09,successful,47,Great Britain,792.71,389.22,1
Captain Kid educating children about too much screen time,Comic Books,Comics,2017/06/09,failed,1,Great Britain,648.7,8562.87,1
Elisha // From the Ground Up // New EP,Music,Music,2017/06/09,successful,46,Great Britain,5412.77,5189.62,1
Kol - Your personal wine merchant,Drinks,Food,2017/06/09,failed,8,Great Britain,181.64,3892.21,1
A Gym Thing - A New Play at The Edinburgh Festival 2017,Plays,Theater,2017/06/09,successful,52,Great Britain,3925.94,3892.21,1
"Paperback & Kindle available, but get it for less here!",Fiction,Publishing,2017/06/09,failed,6,Great Britain,42.81,64.87,1
Black Lake - Feature Film,Horror,Film & Video,2017/06/08,failed,5,Great Britain,128.44,3892.21,1
The Ends: A Play,Plays,Theater,2017/06/06,successful,67,Great Britain,2175.75,1492.01,1
No Place Like Hope: The award winning play,Theater,Theater,2017/06/04,successful,80,Great Britain,4365.76,3892.21,1
ElemenZ - the duelling dice game of alien shamans,Tabletop Games,Games,2017/05/31,successful,336,Great Britain,11880.33,4540.91,1
Coal: Equitable Streaming,Music,Music,2017/05/30,failed,2,Great Britain,14.27,97305.29,1
Peter Digs A Den - illustrated children's book,Children's Books,Publishing,2017/05/10,successful,80,Great Britain,5670.95,4930.13,1
"The Blume Collection, Activewear for Mums #Mamaste",Apparel,Fashion,2017/06/24,failed,4,Great Britain,153.09,1037.92,1
Livesey Workshop Press,Technology,Technology,2017/06/22,successful,41,Great Britain,2871.15,2854.29,1
Back 'BLUE MILK' a comedy by Rory Farmer,Comedy,Film & Video,2017/06/20,successful,6,Great Britain,512.47,389.22,1
Short Film series Clara's Curse,Webseries,Film & Video,2017/06/18,successful,9,Great Britain,101.2,64.87,1
Masqulinity,Experimental,Theater,2017/06/13,successful,43,Great Britain,1394.71,1297.4,1
The White Bike (production),Plays,Theater,2017/06/13,successful,119,Great Britain,5595.7,4540.91,1
The stabilising gym plate,Product Design,Design,2017/06/08,failed,1,Great Britain,1.3,973.05,1
Illustrated ink,Public Art,Art,2017/06/08,failed,1,Great Britain,1.3,19461.06,1
Help me build a micro-brewery!,Drinks,Food,2017/06/08,canceled,0,Great Britain,0,51896.16,1
BroUp the Open Card Game,Tabletop Games,Games,2017/06/08,canceled,16,Great Britain,604.59,18163.65,1
PAPERWRK for Contractors,Web,Technology,2017/06/08,failed,1,Great Britain,1.3,16217.55,1
Xi Xiang Ji (Romance of the West Chamber),Musical,Theater,2017/06/08,failed,10,Great Britain,188.12,1211.78,1
Humpty Dumpty Film,Documentary,Film & Video,2017/06/07,successful,212,Great Britain,22417.83,12974.04,1
